crop_type,soil_type,weather_condition,pest_pressure,disease_name,water_stress_level,irrigation_needed,ndvi,soil_moisture_percent,temperature_celsius,humidity_percent,rainfall_mm,ph_level,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_fertility_index,crop_yield,latitude,longitude,nitrogen_recommendation
Pomegranate,Sandy,Normal,Low,Bacterial Blight,Low,No,0.345,33.9,21.1,86.3,113.2,6.81,20.8,22.4,41.9,52.8,3.52,31.7513,90.1153,0.0
Pigeonpeas,Loamy,Rainy,Low,None,Low,No,0.459,61.5,24.7,38.4,172.1,5.21,13.5,65.6,22.8,41.6,4.62,15.4417,81.9996,9.7
Rice,Loamy,Rainy,High,Rice Blast,Low,No,0.684,59.6,26.5,81.5,231.2,7.24,74.9,36.4,41.0,59.3,3.12,35.0046,76.0113,11.9
Mungbean,Loamy,Normal,High,None,High,Yes,0.196,20.6,27.2,85.8,41.0,7.34,1.4,54.1,20.8,50.9,2.47,33.4373,79.7211,14.9
Orange,Silty,Cool,Medium,Citrus Canker,Low,No,0.358,41.4,13.9,91.8,108.8,7.27,15.7,13.2,11.7,42.7,2.8,13.0868,82.3172,1.6
Cotton,Silty,Normal,Low,Bacterial Blight,Moderate,Yes,0.513,33.4,22.0,79.4,65.5,6.72,108.4,55.1,16.3,65.2,4.07,13.066,82.7668,8.0
Lentil,Clayey,Normal,Low,None,High,Yes,0.273,28.1,20.2,60.2,39.4,7.33,24.4,66.3,21.9,51.7,2.32,25.0981,83.0028,3.0
Mungbean,Silty,Normal,High,None,High,Yes,0.277,18.5,29.8,83.4,40.5,6.53,15.0,53.9,24.9,65.5,2.37,30.4456,95.6747,4.2
Papaya,Loamy,Rainy,High,Papaya Ring Spot Virus,Low,No,0.476,60.1,30.3,91.8,172.2,6.96,44.2,38.6,53.8,61.7,3.86,24.5295,74.3537,2.8
Blackgram,Clayey,Normal,High,Powdery Mildew,Moderate,Yes,0.444,28.7,35.0,69.3,70.0,7.42,48.5,73.8,24.3,53.3,2.66,19.8388,81.5564,0.0
Rice,Loamy,Rainy,High,Rice Blast,Low,No,0.714,54.0,22.0,83.6,203.0,7.37,87.6,35.6,39.0,62.2,3.82,25.5677,79.0528,0.7
Mango,Silty,Normal,High,None,Moderate,Yes,0.441,39.4,25.7,50.0,96.9,6.58,22.2,30.2,25.6,60.8,3.69,29.9915,72.8917,4.1
Mothbeans,Clayey,Normal,High,Root Rot,Moderate,Yes,0.268,23.5,31.8,61.1,64.6,6.12,2.4,36.2,21.4,50.6,2.65,33.4132,90.8299,17.2
Chickpea,Silty,Cool,Low,None,Moderate,Yes,0.346,38.7,16.3,17.3,85.0,7.58,44.2,77.1,82.1,55.4,4.89,18.5981,92.1218,0.0
Mothbeans,Clayey,Normal,Low,Root Rot,Moderate,Yes,0.207,20.6,30.9,50.3,67.1,7.16,9.6,35.9,24.8,46.8,2.94,10.2799,69.6651,10.9
Grapes,Clayey,Normal,High,None,Moderate,Yes,0.197,17.5,24.8,81.9,69.5,6.39,8.4,140.3,202.9,92.7,5.08,34.7399,78.4871,8.6
Papaya,Sandy,Rainy,High,Papaya Ring Spot Virus,Low,No,0.459,44.1,28.0,92.2,161.2,6.98,34.3,59.3,46.5,56.7,2.89,17.9186,88.082,13.7
Watermelon,Clayey,Normal,High,None,Moderate,Yes,0.464,19.4,25.6,86.8,52.6,6.69,90.2,27.1,46.1,69.6,4.42,35.1229,74.7832,10.2
Papaya,Sandy,Rainy,High,Papaya Ring Spot Virus,Low,No,0.462,50.0,36.3,94.1,151.7,6.72,56.0,54.5,53.3,69.0,3.61,11.8327,80.861,1.4
Grapes,Sandy,Cool,Medium,Anthracnose,Moderate,Yes,0.28,34.6,9.7,83.8,66.3,6.37,27.4,123.2,200.5,94.6,4.46,35.2269,88.6527,2.1
Grapes,Clayey,Normal,High,Powdery Mildew,Moderate,Yes,0.224,17.3,31.4,80.0,70.6,6.26,17.6,127.4,196.4,87.0,3.3,27.437,75.4297,2.2
Mango,Silty,Hot & Dry,High,Powdery Mildew,Moderate,Yes,0.402,37.8,34.8,48.4,96.3,6.22,39.9,19.6,27.3,61.7,2.87,35.9077,86.853,4.6
Mungbean,Silty,Normal,High,None,Moderate,Yes,0.214,29.6,29.6,82.2,58.9,6.04,6.6,57.4,23.5,52.0,3.18,23.0168,82.2724,9.5
Apple,Clayey,Normal,High,Apple Scab,Low,No,0.341,27.1,24.4,93.6,103.5,6.23,35.5,128.5,203.8,93.9,4.21,16.8563,86.383,0.0
Lentil,Sandy,Normal,Low,None,High,Yes,0.215,28.5,20.7,68.3,39.2,6.46,5.3,78.2,15.5,65.2,3.06,17.1023,89.0996,11.4
Mungbean,Silty,Normal,High,None,High,Yes,0.315,13.3,29.3,84.1,44.4,6.51,16.1,45.4,17.8,55.5,2.18,28.1196,92.349,6.1
Pomegranate,Clayey,Normal,High,Bacterial Blight,Low,No,0.407,37.6,22.9,91.0,102.8,6.25,11.8,12.9,38.2,58.0,3.35,23.7651,87.0629,5.4
Watermelon,Sandy,Normal,High,None,High,Yes,0.468,10.0,27.9,88.1,41.9,6.6,96.0,11.1,48.0,68.0,2.79,29.9291,87.6435,3.0
Coconut,Clayey,Rainy,High,Root Wilt,Low,No,0.332,50.8,26.3,90.3,165.3,6.37,4.6,28.1,34.3,55.1,3.3,26.8077,75.9318,14.5
Rice,Sandy,Rainy,High,Rice Blast,Low,No,0.726,58.8,24.0,81.2,212.0,7.34,87.5,55.1,38.5,58.7,3.07,28.0791,72.4523,4.9
Mungbean,Silty,Normal,High,None,High,Yes,0.439,24.5,28.5,80.4,46.2,6.85,33.8,49.8,24.9,60.3,2.56,23.8972,74.3361,3.4
Pomegranate,Loamy,Normal,High,Bacterial Blight,Low,No,0.343,31.7,22.1,88.8,111.6,6.6,10.3,12.8,39.9,58.2,3.14,21.7297,74.1828,8.1
Jute,Sandy,Rainy,High,Stem Rot,Low,No,0.648,52.5,22.2,85.2,169.5,6.12,86.3,50.3,40.2,68.6,3.89,23.2469,81.0616,0.0
Muskmelon,Loamy,Normal,High,None,High,Yes,0.39,17.8,28.1,91.3,25.5,6.06,82.5,7.2,46.0,60.6,2.5,9.6494,71.3032,13.6
Coconut,Sandy,Normal,High,Root Wilt,Low,No,0.461,49.0,25.1,97.5,136.1,5.58,22.2,16.6,34.5,46.8,3.0,34.539,76.3711,0.7
Pomegranate,Clayey,Normal,High,Bacterial Blight,Low,No,0.353,44.3,20.1,85.8,102.5,5.75,5.2,27.4,38.1,51.6,3.04,9.4342,74.8411,13.0
Lentil,Loamy,Cool,Low,None,High,Yes,0.208,20.8,19.4,60.3,46.6,6.79,9.0,57.2,20.7,60.0,2.99,27.3581,84.5168,11.9
Jute,Sandy,Rainy,High,Stem Rot,Low,No,0.588,48.6,22.3,83.0,153.6,6.08,78.3,39.5,42.7,67.5,4.07,18.412,87.928,3.5
Mungbean,Silty,Normal,High,None,High,Yes,0.346,17.7,28.2,81.5,39.0,6.98,12.9,51.8,23.3,54.2,2.4,23.5939,91.2009,5.7
Orange,Loamy,Cool,High,Citrus Canker,Low,No,0.4,43.7,12.0,91.2,100.7,6.85,27.8,12.1,14.9,54.4,3.11,14.5483,72.0379,0.0
Mungbean,Clayey,Normal,High,None,High,Yes,0.244,10.0,30.0,88.0,36.4,6.8,15.3,37.8,23.5,58.7,2.45,18.8382,76.7682,5.2
Maize,Sandy,Normal,Medium,None,Moderate,Yes,0.479,34.4,22.9,60.3,74.0,6.36,89.5,36.3,19.3,66.3,5.1,31.3778,82.5888,1.9
Watermelon,Clayey,Normal,High,Anthracnose,High,Yes,0.497,15.7,23.3,87.3,49.0,6.31,98.2,24.6,50.3,66.0,1.61,25.7438,84.3312,0.3
Rice,Clayey,Rainy,High,Rice Blast,Low,No,0.748,77.3,34.8,84.9,258.2,6.58,74.9,48.5,44.3,67.7,3.8,13.7913,89.3586,10.2
Mungbean,Sandy,Normal,High,None,High,Yes,0.274,10.0,28.0,88.8,42.1,6.03,18.1,46.7,20.5,50.4,1.98,17.208,79.3051,4.4
Mungbean,Loamy,Normal,High,None,Moderate,Yes,0.362,27.7,29.3,82.1,54.9,6.93,15.6,59.4,20.5,52.9,3.23,9.6429,82.2705,6.7
Coconut,Clayey,Rainy,High,Root Wilt,Low,No,0.462,50.2,28.2,94.5,200.0,6.44,22.0,9.6,25.3,58.8,3.61,32.1719,84.4974,4.5
Mungbean,Loamy,Normal,High,None,High,Yes,0.389,18.6,28.0,80.1,38.2,6.27,29.6,50.7,22.1,60.7,2.48,29.5815,77.3119,1.3
Lentil,Clayey,Cool,High,None,Moderate,Yes,0.35,30.1,18.6,67.2,40.9,6.45,28.5,71.6,23.9,60.5,3.68,33.3189,79.9331,1.0
Pomegranate,Clayey,Normal,Low,Bacterial Blight,Low,No,0.275,39.9,21.0,87.2,100.2,5.86,24.9,18.7,36.5,55.2,4.17,29.6683,92.1773,0.0
Grapes,Sandy,Normal,High,Anthracnose,Moderate,Yes,0.36,26.1,24.0,82.1,73.9,6.11,2.8,138.0,195.6,90.5,3.37,10.1682,79.5418,18.4
Cotton,Sandy,Normal,High,Bacterial Blight,Moderate,Yes,0.637,26.1,24.5,80.8,69.4,5.83,111.5,57.5,23.0,64.4,3.38,14.1001,86.8366,5.1
Maize,Silty,Normal,Medium,None,Moderate,Yes,0.602,18.8,26.3,73.4,71.5,6.22,99.8,49.0,22.9,71.4,5.77,14.8732,69.0039,2.4
Pomegranate,Sandy,Cool,High,Bacterial Blight,Low,No,0.282,33.4,19.4,92.6,102.3,5.9,10.7,5.1,44.5,46.7,2.72,23.919,81.7909,8.9
Pigeonpeas,Clayey,Normal,High,None,Low,No,0.277,53.1,22.2,32.2,138.3,4.7,8.6,58.3,21.7,30.4,2.75,28.416,73.0738,13.8
Pomegranate,Silty,Cool,High,Bacterial Blight,Low,No,0.425,35.1,19.1,93.5,100.7,5.72,36.0,5.7,42.5,45.4,2.69,16.1668,69.9209,1.8
Muskmelon,Silty,Normal,High,None,High,Yes,0.55,16.5,28.1,90.4,24.3,6.23,111.5,25.8,54.2,70.8,2.55,12.9341,85.0146,0.6
Papaya,Clayey,Normal,High,Phytophthora Blight,High,Yes,0.449,10.0,39.4,91.5,46.1,6.52,55.1,36.5,45.9,71.1,1.77,21.8838,84.1687,3.9
Banana,Sandy,Normal,High,None,Moderate,Yes,0.644,28.2,29.0,80.1,91.3,5.53,115.8,78.0,46.5,61.4,3.65,32.4488,82.6736,2.5
Coconut,Silty,Rainy,High,Root Wilt,Low,No,0.543,60.3,28.7,90.1,206.7,5.76,29.6,21.5,25.9,52.4,2.99,34.9308,79.2096,0.0
Orange,Silty,Normal,High,None,Low,No,0.454,29.3,27.0,91.6,117.2,6.98,34.9,12.4,7.3,47.2,3.66,14.2216,83.7386,0.0
Rice,Clayey,Rainy,High,Rice Blast,Low,No,0.81,87.3,34.8,84.2,284.6,5.93,86.2,46.7,41.7,67.4,3.79,9.0357,70.7763,1.7
Blackgram,Sandy,Normal,High,None,Moderate,Yes,0.367,17.6,28.0,69.1,69.7,7.22,33.7,62.0,23.1,52.7,3.66,26.8781,86.1597,8.1
Mungbean,Loamy,Normal,High,None,Moderate,Yes,0.41,22.1,27.7,88.8,56.1,7.0,39.6,36.4,23.2,51.1,3.76,14.8499,68.0931,4.1
Pigeonpeas,Sandy,Rainy,High,Fusarium Wilt,Low,No,0.447,54.5,32.6,59.3,155.7,6.29,24.1,64.0,23.4,62.5,3.36,14.1985,73.1089,4.9
Cotton,Clayey,Normal,Low,Bacterial Blight,Moderate,Yes,0.741,20.9,24.3,78.5,82.1,6.31,134.9,52.4,18.8,69.6,3.61,13.5098,88.4939,3.3
Coffee,Clayey,Rainy,High,None,Low,No,0.75,57.2,25.9,51.3,196.0,7.29,107.0,36.9,26.5,55.8,4.92,10.8829,80.6083,2.4
Maize,Silty,Normal,High,None,Moderate,Yes,0.435,22.6,25.1,65.1,60.9,5.84,64.6,41.6,22.3,52.4,3.64,24.2867,91.3282,11.9
Kidneybeans,Silty,Normal,Medium,None,Moderate,Yes,0.347,23.0,23.3,22.3,75.8,5.93,34.2,66.0,17.4,59.2,4.83,17.493,91.6992,4.5
Papaya,Silty,Rainy,High,Papaya Ring Spot Virus,Low,No,0.413,46.4,25.7,95.0,174.6,6.95,45.0,54.9,54.4,63.6,3.69,23.4582,77.9661,6.5
Mothbeans,Sandy,Normal,Low,None,Moderate,Yes,0.292,30.1,24.1,56.8,46.7,7.34,5.8,46.8,22.5,47.5,3.78,26.22,95.1773,9.6
Mothbeans,Sandy,Normal,Medium,None,Moderate,Yes,0.259,25.4,26.4,35.6,53.0,6.96,32.2,42.8,16.1,59.2,4.96,34.9691,82.0626,2.4
Cotton,Silty,Normal,High,Bacterial Blight,Moderate,Yes,0.715,34.9,23.1,83.6,73.8,5.8,131.5,55.3,23.5,69.3,3.46,33.1565,73.4735,3.2
Rice,Sandy,Rainy,High,Rice Blast,Low,No,0.576,67.1,22.2,84.5,226.7,6.41,77.4,41.3,37.7,67.9,3.9,35.6008,71.2304,9.9
Rice,Loamy,Rainy,Medium,Rice Blast,Low,No,0.568,41.2,21.0,80.5,151.1,6.72,68.6,35.5,44.8,66.9,5.16,21.5776,90.9867,16.3
Watermelon,Silty,Normal,High,None,High,Yes,0.539,14.0,27.4,82.9,46.7,6.94,116.3,11.3,48.1,68.2,2.45,22.9286,93.9676,1.9
Orange,Loamy,Cool,Medium,Citrus Canker,Low,No,0.35,44.1,12.0,94.7,111.6,6.98,25.4,19.0,14.2,54.0,4.15,12.1623,82.052,0.2
Blackgram,Silty,Normal,Low,None,Moderate,Yes,0.395,32.5,29.3,65.2,71.4,6.91,33.9,62.4,20.3,61.9,5.42,12.838,83.2329,8.2
Pigeonpeas,Clayey,Hot & Dry,Medium,Fusarium Wilt,Low,No,0.309,31.0,37.3,35.6,122.2,7.4,19.3,62.8,17.6,50.1,3.95,12.7994,88.9135,0.3
Rice,Clayey,Rainy,High,Rice Blast,Low,No,0.778,67.7,34.4,83.6,261.9,7.04,90.5,47.6,41.5,66.3,3.92,32.2611,94.2024,0.0
Coconut,Clayey,Rainy,High,Root Wilt,Low,No,0.519,68.1,27.7,99.4,215.7,6.14,10.4,12.0,34.9,55.3,3.12,33.6233,88.9458,12.5
Kidneybeans,Silty,Normal,Low,None,Low,No,0.328,42.2,23.0,17.5,137.6,5.56,9.3,63.8,19.4,51.3,5.27,34.1398,71.3228,12.7
Mango,Clayey,Normal,High,Powdery Mildew,Moderate,Yes,0.278,33.6,30.6,52.5,96.3,6.79,18.5,26.4,26.1,59.1,2.68,11.962,86.3929,4.1
Jute,Clayey,Rainy,High,Root Rot,Low,No,0.596,45.0,28.4,73.6,163.9,7.47,70.4,49.8,40.1,55.3,3.49,36.5106,81.7765,10.5
Blackgram,Loamy,Normal,High,Powdery Mildew,Moderate,Yes,0.345,11.2,32.6,62.3,61.5,6.61,36.6,76.2,17.0,60.2,2.82,31.3671,75.4623,6.1
Papaya,Sandy,Normal,High,Papaya Ring Spot Virus,Low,No,0.598,32.1,24.1,90.9,107.2,6.68,66.9,44.8,46.5,64.9,3.65,14.6076,95.4233,0.0
Rice,Clayey,Rainy,High,Rice Blast,Low,No,0.751,78.2,36.7,83.0,267.1,7.01,91.2,42.4,36.7,65.8,3.88,33.3968,79.3433,1.3
Cotton,Silty,Normal,Low,Bacterial Blight,Moderate,Yes,0.733,28.3,24.0,78.4,92.0,6.28,137.5,44.1,21.2,74.2,4.22,10.351,83.2419,2.2
Jute,Loamy,Rainy,High,Anthracnose,Low,No,0.605,45.3,20.6,74.2,154.6,6.1,95.7,58.2,42.3,71.7,4.08,30.3172,80.9875,0.4
Lentil,Silty,Normal,High,None,High,Yes,0.277,26.3,26.8,60.2,39.5,6.06,32.5,62.5,19.9,60.4,2.48,10.9355,80.6206,1.2
Pigeonpeas,Clayey,Hot & Dry,Low,Fusarium Wilt,Moderate,Yes,0.482,30.7,32.5,32.0,94.2,5.7,31.7,61.8,20.8,57.4,3.42,31.8901,84.1112,4.1
Apple,Loamy,Normal,High,Apple Scab,Low,No,0.36,35.3,21.8,92.1,101.9,6.12,20.0,138.9,201.6,93.6,4.49,36.0591,84.6343,1.3
Blackgram,Sandy,Normal,Low,Powdery Mildew,Moderate,Yes,0.306,20.2,28.5,66.9,69.4,7.31,33.1,71.8,24.3,58.5,3.34,27.6157,81.2422,8.2
Coconut,Loamy,Rainy,High,Root Wilt,Low,No,0.368,43.1,28.9,99.3,166.9,6.15,6.5,10.9,31.5,53.4,3.4,11.8496,79.4168,15.7
Grapes,Clayey,Normal,High,None,Moderate,Yes,0.275,30.4,31.8,82.3,71.2,5.93,9.3,140.2,199.3,81.7,5.45,21.132,78.6658,8.4
Jute,Clayey,Rainy,High,Stem Rot,Low,No,0.582,57.1,25.1,85.6,154.9,6.86,82.4,37.9,37.0,67.4,4.19,21.6051,68.3486,1.5
Jute,Loamy,Rainy,High,None,Low,No,0.618,41.0,25.4,78.0,158.7,7.38,96.8,51.4,42.3,60.6,4.55,33.8176,84.2687,0.0
Mothbeans,Clayey,Normal,Medium,None,Moderate,Yes,0.394,22.6,24.7,57.9,51.3,5.62,27.2,42.4,18.9,47.4,3.89,9.5218,94.301,1.8
Orange,Loamy,Normal,High,Citrus Canker,Low,No,0.339,21.8,34.6,93.4,100.5,6.78,8.0,23.9,6.8,53.5,2.9,24.1766,80.9858,14.4
Pomegranate,Sandy,Normal,High,Bacterial Blight,Low,No,0.407,37.6,21.9,87.6,110.2,5.58,6.7,10.2,38.2,46.0,2.32,25.9891,80.5669,14.6
Grapes,Silty,Normal,Medium,Anthracnose,Moderate,Yes,0.275,31.2,21.2,83.6,74.0,6.32,27.5,140.2,200.9,97.9,4.57,33.5113,71.3205,4.6
Rice,Silty,Rainy,High,Rice Blast,Low,No,0.62,37.9,29.4,81.9,157.9,6.67,115.5,57.9,40.7,78.5,4.27,12.8358,75.1989,0.2
Pigeonpeas,Loamy,Normal,Low,None,Low,No,0.339,30.6,23.7,43.4,110.5,6.61,1.2,62.8,16.7,62.3,6.73,26.7545,68.7638,14.8
Chickpea,Clayey,Cool,Low,None,Moderate,Yes,0.481,25.0,18.9,11.6,67.9,7.58,55.4,69.2,79.0,62.1,5.15,17.3838,92.0274,2.6
Mothbeans,Loamy,Normal,Medium,None,High,Yes,0.325,19.3,27.9,57.1,32.7,6.69,16.3,47.8,21.2,60.0,3.39,19.7548,76.6826,6.6
Orange,Loamy,Normal,High,Citrus Canker,Low,No,0.468,35.3,25.5,92.3,111.7,6.9,20.0,14.2,10.3,50.6,2.71,32.4553,70.0724,0.0
Coconut,Silty,Rainy,High,Root Wilt,Low,No,0.47,53.8,28.3,92.5,188.4,6.04,2.4,7.4,26.0,48.2,3.14,13.4921,70.9145,16.6
Muskmelon,Sandy,Normal,High,None,High,Yes,0.46,17.2,26.7,94.8,25.0,6.27,111.8,17.1,52.9,71.4,2.76,13.2348,92.2744,1.2
Maize,Clayey,Normal,Low,None,Moderate,Yes,0.557,24.3,27.1,64.9,85.7,5.85,69.2,53.6,19.6,54.4,4.77,28.1121,89.1361,11.2
Cotton,Silty,Normal,Medium,Bacterial Blight,Moderate,Yes,0.583,18.5,20.0,77.6,68.2,5.77,135.5,50.9,16.2,68.8,3.69,34.3329,73.5092,0.0
Papaya,Silty,Normal,High,Phytophthora Blight,Moderate,Yes,0.47,25.7,37.6,94.5,99.8,6.53,49.4,36.7,47.3,64.4,2.84,28.5401,75.259,0.8
Watermelon,Silty,Normal,Low,Anthracnose,Moderate,Yes,0.503,16.0,21.8,82.3,51.6,6.12,82.8,28.2,53.6,69.9,3.65,17.4978,88.6507,16.7
Maize,Sandy,Normal,Medium,Maize Rust,Moderate,Yes,0.441,29.5,21.3,72.1,70.5,5.73,90.8,57.7,20.2,64.2,4.09,13.2796,73.624,3.0
Coffee,Loamy,Rainy,High,None,Low,No,0.719,42.7,29.3,68.2,167.7,6.83,117.4,35.1,33.3,68.6,5.25,14.5105,93.4751,0.0
Coffee,Silty,Normal,Low,None,Low,No,0.55,29.0,30.0,58.2,124.8,6.02,92.9,32.5,27.2,58.7,5.83,12.0084,78.7054,4.5
Muskmelon,Clayey,Normal,High,None,High,Yes,0.457,22.0,26.7,92.7,27.2,6.25,107.0,29.9,50.4,65.2,2.47,29.1644,76.5821,4.5
Watermelon,Sandy,Normal,High,None,High,Yes,0.656,14.6,29.1,81.0,41.1,6.53,111.1,14.0,48.9,74.7,2.82,11.6241,69.0327,3.8
Banana,Loamy,Normal,High,None,Low,No,0.586,41.1,26.9,78.9,110.5,6.22,88.5,79.9,46.1,69.9,5.95,25.6198,86.3248,12.0
Orange,Sandy,Normal,High,None,Low,No,0.337,32.5,23.8,93.4,105.1,6.94,2.7,11.8,13.5,50.5,4.14,17.3698,83.6813,18.1
Cotton,Sandy,Normal,High,Bacterial Blight,Moderate,Yes,0.589,32.1,23.2,81.9,82.9,5.59,120.6,55.5,24.5,62.5,2.94,33.8082,90.2555,3.9
Grapes,Loamy,Normal,High,Powdery Mildew,Moderate,Yes,0.242,22.1,37.8,82.9,68.1,5.87,1.6,139.7,200.8,79.8,3.91,22.4143,82.4643,13.1
Orange,Silty,Normal,High,Citrus Canker,Low,No,0.489,30.6,34.2,91.1,107.7,6.3,35.2,13.2,5.2,52.4,2.82,16.9198,88.4532,0.0
Muskmelon,Loamy,Normal,High,None,High,Yes,0.571,13.0,26.9,94.6,23.6,6.07,103.5,7.6,47.2,61.3,2.49,22.1004,73.1426,0.0
Coffee,Sandy,Normal,Medium,None,Low,No,0.745,47.6,28.4,56.5,137.9,6.98,113.1,17.2,33.4,58.8,5.59,28.0469,79.2773,1.7
Rice,Sandy,Rainy,High,Rice Blast,Low,No,0.632,46.4,33.6,84.2,152.2,6.22,89.7,41.2,39.8,71.8,4.04,20.9588,93.0918,0.0
Pomegranate,Silty,Normal,High,Bacterial Blight,Low,No,0.236,33.9,23.5,85.1,100.3,5.96,1.6,20.9,44.4,49.0,3.15,13.9519,87.0239,14.9
Grapes,Silty,Cool,Medium,Anthracnose,Moderate,Yes,0.206,41.7,10.7,83.0,65.8,5.75,2.8,128.4,203.2,81.5,4.46,16.5103,93.9641,18.6
Orange,Loamy,Normal,High,Citrus Canker,Low,No,0.318,35.1,29.1,90.8,110.5,6.85,30.9,10.0,7.4,49.5,3.0,8.0487,83.2289,4.6
Maize,Clayey,Normal,Medium,Maize Rust,Moderate,Yes,0.403,36.2,24.2,72.7,91.4,5.59,62.7,42.6,16.1,49.4,2.84,30.6323,70.5854,18.6
Grapes,Silty,Normal,High,Powdery Mildew,Moderate,Yes,0.331,24.9,33.9,83.7,72.7,5.74,11.2,128.3,195.3,84.3,4.06,27.4711,87.657,8.5
Pigeonpeas,Silty,Rainy,Low,Fusarium Wilt,Low,No,0.339,40.3,31.0,58.6,161.4,6.31,10.0,58.9,23.6,63.4,4.68,26.7248,79.7218,8.5
Coconut,Loamy,Rainy,High,Root Wilt,Low,No,0.513,61.0,29.6,90.3,196.7,5.87,32.5,8.7,29.5,46.5,2.38,16.0192,74.4511,3.3
Coffee,Sandy,Normal,High,None,Low,No,0.66,34.1,29.3,53.7,125.2,7.3,110.1,18.9,28.4,57.6,4.55,15.7241,76.37,2.9
Watermelon,Silty,Normal,High,Anthracnose,High,Yes,0.549,17.6,24.0,82.6,40.5,6.3,92.6,8.9,45.7,63.6,1.49,34.6011,90.4861,5.4
Mungbean,Clayey,Normal,High,None,Moderate,Yes,0.38,19.8,28.4,84.8,53.0,6.57,24.7,47.0,20.3,62.8,3.86,15.4509,81.9978,0.2
Chickpea,Clayey,Normal,Low,None,Moderate,Yes,0.393,20.7,21.2,19.2,69.0,7.85,27.0,68.5,79.9,57.3,4.75,33.1324,84.0575,11.5
Coconut,Silty,Rainy,High,Root Wilt,Low,No,0.461,62.7,29.2,90.7,211.1,5.81,24.0,12.2,34.9,45.8,2.34,8.3099,94.4757,1.9
Apple,Loamy,Normal,High,Apple Scab,Low,No,0.314,45.9,22.6,92.0,113.0,6.46,33.3,124.7,198.2,91.7,4.49,13.6327,92.8055,2.9
Papaya,Sandy,Rainy,High,Papaya Ring Spot Virus,Low,No,0.577,66.5,26.1,91.7,206.2,6.56,59.6,57.3,45.7,69.5,3.6,20.1896,84.8566,5.0
Rice,Silty,Rainy,High,Rice Blast,Low,No,0.678,62.2,27.6,82.5,205.7,5.08,113.1,38.8,37.4,50.4,3.28,27.997,95.1796,0.3
Blackgram,Sandy,Normal,High,Powdery Mildew,Moderate,Yes,0.351,25.0,34.8,63.1,68.5,7.04,34.6,78.3,16.6,56.9,2.94,17.8467,69.1339,4.2
Banana,Clayey,Normal,High,None,Moderate,Yes,0.62,20.7,28.7,81.4,90.4,6.26,111.6,88.7,54.5,76.6,5.07,35.7981,82.6131,0.4
Orange,Loamy,Cool,High,Citrus Canker,Low,No,0.382,35.4,19.4,92.4,102.1,6.25,25.0,11.2,6.6,56.5,3.35,35.2708,73.2764,4.2
Chickpea,Sandy,Normal,Low,None,Moderate,Yes,0.29,36.8,20.2,14.3,84.9,7.47,30.3,67.6,78.9,58.8,4.84,13.4531,79.1339,6.4
Chickpea,Clayey,Normal,Low,None,Moderate,Yes,0.385,25.1,20.7,17.6,74.2,8.05,32.6,68.9,77.2,52.3,4.4,20.4763,95.3425,7.7
Lentil,Loamy,Normal,High,None,Moderate,Yes,0.326,22.4,29.6,60.6,53.7,7.03,32.5,75.0,19.3,62.2,3.92,9.6685,80.7233,1.5
Watermelon,Silty,Normal,High,None,Moderate,Yes,0.511,17.3,20.8,89.3,59.0,6.16,96.7,24.1,52.3,70.3,4.43,23.6954,68.826,3.8
Apple,Sandy,Normal,High,Apple Scab,Low,No,0.421,40.8,24.5,91.0,114.7,5.61,29.2,137.5,204.4,87.4,4.82,31.354,71.0652,0.0
Mango,Loamy,Normal,High,Powdery Mildew,Moderate,Yes,0.383,36.2,31.9,50.4,96.1,4.99,26.1,22.9,30.8,41.8,1.99,11.0842,76.8061,1.3
Coconut,Silty,Rainy,High,Root Wilt,Low,No,0.336,56.7,29.3,98.0,182.5,5.95,14.1,13.7,32.4,51.9,2.67,34.9636,70.432,7.2
Pigeonpeas,Sandy,Rainy,High,Fusarium Wilt,Low,No,0.387,48.1,35.2,64.9,155.4,5.71,39.6,70.7,23.6,58.2,3.74,31.8431,81.0743,1.7
Coffee,Clayey,Rainy,Medium,Coffee Berry Disease,Low,No,0.605,65.5,23.0,67.2,181.1,6.16,107.8,24.2,34.1,64.5,4.3,26.3745,94.2416,2.3
Jute,Loamy,Rainy,High,Stem Rot,Low,No,0.587,50.4,23.2,89.0,164.2,7.23,93.5,37.8,43.0,57.9,3.25,30.8495,73.2953,2.3
Cotton,Clayey,Normal,High,Bacterial Blight,Moderate,Yes,0.785,27.3,23.9,82.9,93.4,6.51,138.5,58.1,16.6,79.6,4.05,13.7841,84.3702,3.6
Mothbeans,Silty,Normal,Low,None,High,Yes,0.295,23.2,24.6,35.1,49.4,3.8,12.2,45.5,20.0,17.7,1.47,24.9614,86.5129,9.3
Muskmelon,Loamy,Normal,High,None,High,Yes,0.598,10.0,29.1,92.7,27.7,6.48,112.2,5.4,46.6,68.7,2.47,27.8892,78.1847,0.0
Jute,Silty,Rainy,High,Stem Rot,Low,No,0.589,54.6,25.5,88.1,163.0,6.08,87.8,44.8,44.1,66.1,3.67,13.288,72.3939,0.0
Maize,Loamy,Normal,Low,None,Moderate,Yes,0.484,24.6,26.7,67.5,82.6,6.22,60.7,44.6,22.9,58.4,5.12,14.1156,76.2717,14.4
Grapes,Loamy,Normal,High,Powdery Mildew,Moderate,Yes,0.427,17.7,37.5,80.3,67.8,6.0,40.0,143.3,199.7,95.7,4.0,24.183,91.1833,2.3
